1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
58.7872627602181,31.4021363145938,23.1009847923946,70.9686470974503,47.2498465556818,31.516579123643,71.0775240086917,37.4641505019936,46.7654265475892,33.6736400870209,79.5756798410435,60.0349270521965,74.7988969061172,107.600629578722,165.404242012197,143.403616085112,180.536529684165,82.5571777628672,34.8814890722578,21.0151900611884,85.8364208218002,69.6968246629864,68.2562883109645,54.4619576379386,144.51573509959,55.1429429522559,92.5137019496667,113.900558527417,180.181432216615,138.715193654228,170.863890210202,251.996717687106,433.191777628975,363.663285906391,419.601286614243,287.620855389022,403.276638189054,328.838687942741,547.597694734966,398.481782111257,490.271051072736,258.063022403282,234.692841364286,382.502154585847,278.948738528619,506.183238656604,403.082022151237,174.474239794368,165.318989241621,273.190660821643,312.604278691236,823.210826583072,190.951405818032,388.754429956704,742.409730756518,834.301900482307,938.83841680483,600.301370251946,897.80785393821,873.342081853989,1273.07388686713,708.255568304558,1343.18217248877,1755.52538678483,1209.40736975475,1719.1548213908,1188.31780536737,1481.83316465892,1498.41429013999,1226.80110602833,1489.75630141565,1388.68416154272,1119.17662686362,607.881938699255,1740.53358350352,1374.53921214224,1400.57147359511,1133.00729901733,1385.2996522101,1438.75653776101,670.507423661088,1634.31520300515,1069.4196584094,1216.80422563887,1315.36491531253,917.212015300943,951.377506353388,1393.72123418676,1183.9588947314,906.522846449177,986.952402826387,1224.6701401418,1780.53586252182,1278.07457868051,1849.90482320501,642.40431000974,623.018186389194,1047.119544687,1344.49440586185,1778.81194452007
74.0112777761463,39.8010851267252,34.3105412130688,72.2038548709447,55.9825470020147,53.8922978205541,89.9771602967635,79.7072174336821,55.8224167581136,64.7288188041565,94.4237986942228,91.2169268488754,76.3588829057174,112.027854712346,193.398851190764,159.925574707153,214.475652278402,121.861806676681,66.539261883485,34.9912041202286,98.6859372344303,76.9722551345038,74.9221617471094,59.9086467830702,213.768555993141,74.0538019774139,104.595126557098,134.363841491927,218.799662977911,279.068103710794,285.007269534133,262.201978312531,442.870084925964,450.653385900398,423.412501479256,398.530627822191,419.774310206332,409.668055627455,572.917419332,531.39247813585,566.953811569833,377.315740069305,315.726914074363,550.386474684506,347.756847701583,567.491778667105,419.909456380358,434.849716991531,448.210574619573,325.451911123496,540.669137576566,836.733072514016,594.774025580188,1057.86731576015,782.569552220198,837.868408046164,1136.74353899137,990.566706544148,1153.49376948066,1289.90816407127,1362.06168358916,1125.6462495048,1791.81500537658,1803.5124946468,1548.74223988473,2039.89355847537,1720.0641366022,2258.19008065285,1904.92003396571,1993.82218732767,1517.897152666,1566.07545139082,1582.1692037387,701.659425739068,1748.23157147417,1494.78272461225,1647.17496727709,1283.61818622592,1612.13230811158,1653.7131786735,1386.29647793434,1654.58592431553,1165.49021166115,1439.5470864575,1325.78627034462,1000.55253748248,1436.67992418525,1768.57239301267,1294.05541367864,1399.31979241172,1029.73257599652,1732.18607844626,1811.48034241553,1478.28889879862,1918.01674756531,1136.80925755398,1000.86058996217,1174.78907580207,2192.22082739282,2258.47595655
74.6123361535754,48.8770427319839,53.598809128644,75.0085819003687,56.7398443410181,54.2112657394632,105.232631506729,80.0924102695036,74.2854094872224,65.3813571990501,122.815692119519,126.116451428556,93.9377217430256,135.715480089424,193.580826901193,184.402503850519,222.356680010237,133.697153950961,73.2477462460006,37.1229536872859,125.423360685741,101.109713738814,76.8826092966994,76.7811337820838,235.652176994772,93.8558811808742,109.631117920175,180.486242784225,231.115053594483,289.75749636283,363.31331363713,311.576246446333,463.883860554739,573.671080730567,471.470676875404,425.601321514514,421.862921828284,442.640347930932,620.232059484142,556.564717351198,613.668604882997,397.067867687235,344.311250332562,567.536186197924,451.141697687329,637.768554110933,480.677505627031,562.550670010233,475.451957811204,468.61543276041,663.212830088809,863.703937454927,636.656004890103,1214.59384553489,873.206969868462,1160.99872732187,1142.56367318928,1177.03797063846,1272.04674878552,1471.95326292883,1371.90400213073,1266.21841185227,2048.08896888315,1884.69193264465,1613.42483326458,2151.46973738471,2034.26819661356,2302.54566557935,2027.33618270145,2277.98349905283,2062.5643525382,1679.4528751646,1736.09296159969,802.505574824914,1875.00259202832,1537.82779530284,2151.73485217222,1712.43588323313,1646.89727497103,1999.68957559114,1910.47940125338,1734.82280210535,1229.90613588443,1439.55783308687,1885.88557269054,1630.57264492207,1493.1424429129,2311.43157827837,1376.15907450569,1601.55234354101,1310.54105600955,1769.74300115864,1823.12972462956,1583.46700944186,2047.41027750638,1165.9452114558,1506.13084808843,1311.47232003799,2256.87541022533,2270.07668398577
77.5833802921518,61.5537473443036,60.3801028945891,90.5449020572101,57.3232849817998,114.952188432203,115.479826626329,88.2152896788677,77.5362944744282,80.1036215709821,154.53463517939,159.595732361666,104.213198293233,142.718310263054,217.475377972072,214.857683317593,225.646456310207,151.315358702736,80.3639007538529,66.400461810454,131.285517022111,103.462413213572,89.4143684223006,79.1123866461423,297.771582164083,137.284813321161,113.171494449573,199.110527230661,235.106561530236,358.499363775,375.416654283924,319.685698695413,509.77358769363,596.783309920783,480.677931515062,461.812451975356,450.021232312086,471.585163821017,660.256847510799,573.015007142202,664.318134066994,455.346599065762,370.973748678934,634.482920632788,478.04563570632,679.252017283708,483.167156083261,564.049499059449,649.073053283345,559.409041157461,799.122101950972,961.600596676441,710.316296789684,1266.11243981496,926.911399296588,1338.17661312629,1215.5074692408,1296.29440822581,1411.4209201967,1527.95135821085,1382.98073480415,1436.87446301093,2238.60652910387,1946.09824324823,1818.50343180463,2223.12540874471,2160.71736943311,2310.06673624293,2060.70933807321,2470.43843376114,2227.51434087188,1822.24446018699,1779.93113867426,1028.1708410623,2063.88378227161,1901.61233558357,2188.81313081148,1741.56140174787,1724.23307738409,2013.99138307106,1929.24748867831,1801.42527171911,1345.39098809832,1450.28159443038,1944.19132026301,1768.39394527039,1598.64128107391,2370.57107126973,1797.89150454459,1615.65977157765,1739.32348914903,1841.29560100235,1879.9371396943,1906.68907395508,2114.76290491572,1517.5150014591,1674.11484585241,1346.8258919356,2304.82469005017,2531.90628902333
79.6577521875431,64.7244827890629,65.343935834962,91.1061484356555,59.5980383142239,128.745716305887,117.244219419927,100.349695754471,83.7523074518577,87.2889646245747,170.666594469449,166.50708096617,105.171333744065,155.788277084287,237.480714791407,219.020183422148,234.996129315224,154.084191786271,119.599081237143,90.2009795727942,163.509454243496,123.662985125166,149.619688019273,79.6924089625555,306.587926640056,142.265249833124,116.492841333883,229.473905173644,235.179150762961,376.976693483995,453.410854024601,366.516457504696,535.976897854739,624.683412907341,531.631159900372,508.00432958555,596.661846067652,490.978545896071,689.286494860776,623.109707008783,665.727478479884,530.503102593154,401.570859106235,637.658685543991,485.379631199587,710.459663288004,502.557988220147,603.670407564471,685.928469146887,648.295066826602,847.617257472259,978.867813772094,747.664884010005,1278.82527930988,1032.38040849437,1340.72068769263,1314.50575274715,1467.28656487451,1450.29998569497,1564.28041715212,1482.40596853028,1472.22412256128,2375.07348175897,2041.40446734302,2075.33861384405,2436.12665464637,2311.24362955702,2447.38395993276,2499.14866643893,2754.45607558499,2527.57830082521,2058.85590860445,1932.65451186722,1116.16381969614,2275.54656407634,2057.87509684116,2396.01379880811,1897.43440429806,1835.30346506986,2142.44466684548,2205.05138534024,2066.95158082607,1401.86338377708,1486.14885328541,1965.59912635396,1821.67602963013,1602.210739688,2519.79953648003,1973.69607455602,1637.93649899264,1746.22992526698,2040.6828111663,1955.52137899999,2159.43505397752,2294.03686870523,1624.97033132144,1874.77857755862,1449.55229173967,2607.05728964551,2614.55238942817
95.4148350525791,66.3414014416456,75.5394268747114,97.2671047091297,62.842792633466,136.162994235475,124.320509005813,111.957182755218,88.3004774362797,107.714442458215,171.204446948449,190.422233584663,114.223114954829,159.224472644061,238.797763572257,228.097204379286,260.475077023536,157.382719407182,121.901982165665,97.6641598797905,164.802149081896,131.350884330262,155.723306950398,80.6423063533504,308.562145918665,145.975420450398,119.677954589327,229.526823141681,281.898069880654,379.9721739896,487.897936245358,373.852775227316,548.843822809302,632.587325260262,535.162946022042,546.686042287902,602.205040266064,546.148038910751,738.747313656093,625.480944223086,741.485655445086,610.338952364193,433.942214737986,650.980291664647,590.09483208005,743.079981728945,530.568087168821,605.781323347022,791.711745289914,731.231854556057,882.417095226635,990.202255624273,779.596549737164,1321.06438253161,1081.51622388073,1369.24250967987,1718.46129399783,1508.45881757474,1819.98296029665,1682.27450053305,1578.32997240942,1626.71291728777,2501.85382208286,2304.92240038351,2104.92846483748,2829.15856127872,2357.93908874813,2877.03520266374,2733.17625100561,2812.34060913189,2548.22782451402,2089.25578548824,1988.74489528889,1249.98001325614,2337.94192801191,2122.6358804881,2417.79327559524,2214.17387146278,2097.23057793781,2217.53870458452,2219.00579065845,2148.50911767155,1653.29708973377,1489.88236540429,2002.70337235429,1955.47518891097,1795.429013991,2521.32380173942,1987.42096291836,2013.94895442562,1770.84474097178,2081.69001946838,1980.03434523269,2219.52688846787,2327.75037142791,1870.1036704211,1887.37419235728,1579.46648095325,2724.3251714602,2893.04379429664
96.7478688325178,91.9070563714694,83.8880938634783,119.813861930728,69.4353975847729,136.36790052052,141.523917144981,129.327933577518,88.6228975667176,121.312528439342,174.891964696269,213.676326462009,129.425995124264,174.127808893616,238.998272830676,235.070156216155,262.602713991841,166.593065561875,127.085483042378,101.663211553921,190.01667237509,135.013711644313,167.278332295808,110.963190843184,327.820779153644,156.710864911034,167.816914027279,235.594166923216,297.761223427582,385.249512136873,493.101435353136,464.67940387798,581.420712595872,638.88470205915,583.061076990352,671.094324438959,606.668571443877,554.879908839181,753.709215495318,630.506477212126,749.18737462419,626.138573405497,485.600084986616,691.353663664597,698.428263254737,745.971764351763,538.593088653682,722.65063240335,806.733000301013,737.503488563564,903.747829822248,1011.74833667877,792.620347896712,1324.07039127195,1165.95492149325,1396.57985211672,1770.03077343188,1521.11838449678,1892.72257207741,1742.02205551561,1602.60514061038,1642.422403845,2561.60721939291,2340.26946044241,2258.04543186025,2839.77255674992,2623.88342136654,2896.06902070659,2985.98054205748,2822.80970899613,2579.24992228416,2120.13169603696,2212.59130249132,1780.02028114222,2426.75172977712,2157.82175690793,2472.71532173829,2237.79549595166,2135.29561977159,2231.06628998544,2281.8413717416,2250.37431350175,1844.21394606796,1536.24229870361,2169.22408877366,2042.96511846658,1835.18428649413,2898.08350029751,2044.17237685817,2024.74196489633,1789.09099230443,2255.1485033936,2018.80784255472,2243.89401952908,2332.30171974113,2057.99067622336,1901.8244753263,2047.21861088631,2864.87932574112,2936.44700416735
110.212186903215,99.7432604032506,94.9560148662527,122.55400939429,87.3295579696757,163.924477152433,147.396685280191,133.250574721727,90.0782546725411,162.724879203324,176.907675044949,229.176442140482,140.020852161543,176.384301205574,254.132245743529,247.97632340095,271.937310903631,172.912905938443,129.982007296437,114.775668566099,200.759089288671,136.037343697388,167.744187477006,123.889604301821,331.926380158806,158.905527919153,179.465187280844,256.711816346127,317.263147502033,404.3888044324,524.546615595057,478.566006479995,586.697075678177,654.103268889215,595.160491929183,675.492070541925,626.676531539265,630.138863958691,765.626543765739,633.372070297194,750.642538394257,650.813157472515,496.595806084335,778.442931782628,716.850233386914,810.668843135034,574.651392460482,824.762348578871,863.816600573143,743.584794515673,911.090613967462,1033.99225735281,809.057506840162,1334.41974397936,1217.16286846596,1440.87379976395,1850.40935322469,1526.06182045836,1908.71358210073,1780.82640141296,1630.63245112318,1678.49259120984,2643.89142419791,2358.35697416782,2449.599719612,2880.44731671056,2714.56368479363,3090.8049162593,3036.14610595967,2887.64500695821,2669.07388820131,2192.63745575763,2264.18197799812,1887.48460413862,2469.0194444616,2180.39369159992,2522.67017154694,2284.94895536076,2377.69299313069,2353.59391967148,2401.40516872393,2402.04026115017,1899.77885790065,1582.79181678704,2229.68278197602,2172.47275617757,2133.9466596512,2970.09043005931,2093.32940768866,2189.48243878071,2121.66133517977,2399.69851153206,2056.54553686928,2273.53142302419,2338.92182012931,2116.80298642656,1973.27898645532,2051.5921178484,2942.23986629325,2937.08649026347
121.288487814756,128.580290184388,95.5905013333362,131.395264849966,100.748793273083,165.501697076377,159.584092953953,137.477482625947,92.7477175494079,166.446863347314,180.972477536305,234.163163917957,158.730522145054,178.616198667961,257.832525972182,254.591419271705,279.034111941276,176.46518303,160.696216141001,123.43151321219,202.084442434576,179.177364660872,170.450115933307,124.026319578263,334.176162860335,166.073173443541,185.685286876772,275.301321125719,335.752260181106,409.734165443911,538.545230614695,481.686139745876,636.474907970304,680.085590117926,599.884388754874,684.042915730991,681.9285291188,679.333988911887,780.232049591692,645.251937840784,753.542053570117,655.468347524336,575.167850639896,822.715056295206,719.596497961381,826.119329687169,597.985608268547,830.128847191277,870.031269173856,759.453424861036,922.430976109008,1071.05313753214,857.267400670685,1358.85058595935,1261.12744694486,1557.31407097721,1866.99861482479,1906.53243572598,1950.66958079381,1784.14152984369,1636.45449016289,1785.66594093348,2825.11531054895,2397.44331392685,2575.43875424316,2924.6682126598,2800.1879248707,3162.75724212497,3141.95332231546,2963.50370240262,2816.55225728203,2312.93349707584,2342.20182413294,1913.57628804054,2577.79225673692,2243.28681201756,2566.55053329401,2405.49162729449,2406.6065876398,2358.26533072494,2467.84109013105,2406.55267705642,1940.29378915013,1818.31335431428,2415.81964793713,2203.28968212648,2145.55617909975,3175.52217265133,2167.16285522266,2290.53474653955,2202.52118481572,2474.95789258449,2125.45696048761,2385.03964113392,2395.70736440469,2128.99046120538,2062.27129730671,2053.43793482888,2997.0503351635,2998.78892106411
128.186402688113,133.127658895144,97.4346552032568,132.85725276249,105.231560348053,172.803786261933,183.405995295627,138.894344390873,95.5830628125258,167.383258196649,184.256267274544,252.872440746291,161.327991531026,185.217839788938,262.378154154648,257.812497331635,279.195988112515,215.073570860937,164.047867531665,128.459680521563,215.738872079701,191.895484677773,171.029185936499,180.325461645928,370.719180211078,176.198911639726,195.560527764429,318.465360854659,336.361168335355,429.755070067591,551.977344941888,495.895063853411,640.364927317347,684.917696268601,602.878888296337,691.114869760025,707.663947943017,702.269427110848,810.821447607987,682.498778816451,786.000465290816,677.499957692571,748.346739364151,882.428699441896,730.450455329175,846.839400831191,623.45949100409,832.437811936418,873.072780882184,777.704043116616,926.08418871316,1194.94958980441,876.515895157677,1371.53105725038,1323.48268395841,1574.43058980756,1981.8527109944,1929.91987908215,2039.62294358019,1827.513675104,1643.42209643434,1792.08619885707,2870.83932460047,2489.35842341469,2577.51009785462,2948.91696958373,2982.54357163796,3301.83042778289,3186.23180707912,2977.9092700306,2839.8410886885,2471.97196471057,2446.11333510871,2045.86384684139,2633.02762313201,2390.55595459969,2567.64715432236,2461.49230443887,2512.61794033642,2529.72735662768,2472.26547308454,2413.19261933556,2068.37200031132,1853.60938578246,2643.55566429902,2394.01615938483,2184.8776318133,3225.70937475939,2200.24141555306,2335.94667817321,2212.72285480945,2583.92652715959,2186.08402841595,2464.79836682644,2407.11124844005,2214.04961766214,2169.42286310709,2060.41855651561,3108.5038486745,3125.52567867445
